"Date","Title","CweId","Url","Severity","Description","Mitigation","Impact","References","Active","Verified"
"2026-03-04","Content Security Policy (CSP) Header Not Set","693","http://localhost:3000","Medium","Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.","Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CSPhttps://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.htmlhttps://www.w3.org/TR/CSP/https://w3c.github.io/webappsec-csp/https://web.dev/articles/csphttps://caniuse.com/#feat=contentsecuritypolicyhttps://content-security-policy.com/","TRUE","FALSE"
"2026-03-04","Content Security Policy (CSP) Header Not Set","693","http://localhost:3000/ftp","Medium","Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.","Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CSPhttps://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.htmlhttps://www.w3.org/TR/CSP/https://w3c.github.io/webappsec-csp/https://web.dev/articles/csphttps://caniuse.com/#feat=contentsecuritypolicyhttps://content-security-policy.com/","TRUE","FALSE"
"2026-03-04","Content Security Policy (CSP) Header Not Set","693","http://localhost:3000/ftp/coupons_2013.md.bak","Medium","Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.","Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CSPhttps://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.htmlhttps://www.w3.org/TR/CSP/https://w3c.github.io/webappsec-csp/https://web.dev/articles/csphttps://caniuse.com/#feat=contentsecuritypolicyhttps://content-security-policy.com/","TRUE","FALSE"
"2026-03-04","Content Security Policy (CSP) Header Not Set","693","http://localhost:3000/ftp/eastere.gg","Medium","Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.","Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CSPhttps://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.htmlhttps://www.w3.org/TR/CSP/https://w3c.github.io/webappsec-csp/https://web.dev/articles/csphttps://caniuse.com/#feat=contentsecuritypolicyhttps://content-security-policy.com/","TRUE","FALSE"
"2026-03-04","Content Security Policy (CSP) Header Not Set","693","http://localhost:3000/sitemap.xml","Medium","Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.","Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CSPhttps://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.htmlhttps://www.w3.org/TR/CSP/https://w3c.github.io/webappsec-csp/https://web.dev/articles/csphttps://caniuse.com/#feat=contentsecuritypolicyhttps://content-security-policy.com/","TRUE","FALSE"
"2026-03-04","Cross-Domain Misconfiguration","264","http://localhost:3000/polyfills.js","Medium","Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.","Ensure that sensitive data is not available in an unauthenticated manner (using IP address white-listing, for instance).Configure the Access-Control-Allow-Origin HTTP header to a more restrictive set of domains, or remove all CORS headers entirely, to allow the web browser to enforce the Same Origin Policy (SOP) in a more restrictive manner.","","https://vulncat.fortify.com/en/detail?category=HTML5&subcategory=Overly%20Permissive%20CORS%20Policy","TRUE","FALSE"
"2026-03-04","Cross-Domain Misconfiguration","264","http://localhost:3000/robots.txt","Medium","Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.","Ensure that sensitive data is not available in an unauthenticated manner (using IP address white-listing, for instance).Configure the Access-Control-Allow-Origin HTTP header to a more restrictive set of domains, or remove all CORS headers entirely, to allow the web browser to enforce the Same Origin Policy (SOP) in a more restrictive manner.","","https://vulncat.fortify.com/en/detail?category=HTML5&subcategory=Overly%20Permissive%20CORS%20Policy","TRUE","FALSE"
"2026-03-04","Cross-Domain Misconfiguration","264","http://localhost:3000/runtime.js","Medium","Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.","Ensure that sensitive data is not available in an unauthenticated manner (using IP address white-listing, for instance).Configure the Access-Control-Allow-Origin HTTP header to a more restrictive set of domains, or remove all CORS headers entirely, to allow the web browser to enforce the Same Origin Policy (SOP) in a more restrictive manner.","","https://vulncat.fortify.com/en/detail?category=HTML5&subcategory=Overly%20Permissive%20CORS%20Policy","TRUE","FALSE"
"2026-03-04","Cross-Domain Misconfiguration","264","http://localhost:3000/styles.css","Medium","Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.","Ensure that sensitive data is not available in an unauthenticated manner (using IP address white-listing, for instance).Configure the Access-Control-Allow-Origin HTTP header to a more restrictive set of domains, or remove all CORS headers entirely, to allow the web browser to enforce the Same Origin Policy (SOP) in a more restrictive manner.","","https://vulncat.fortify.com/en/detail?category=HTML5&subcategory=Overly%20Permissive%20CORS%20Policy","TRUE","FALSE"
"2026-03-04","Cross-Domain JavaScript Source File Inclusion","829","http://localhost:3000","Low","The page includes one or more script files from a third-party domain.","Ensure JavaScript source files are loaded from only trusted sources, and the sources can't be controlled by end users of the application.","","","TRUE","FALSE"
"2026-03-04","Cross-Domain JavaScript Source File Inclusion","829","http://localhost:3000","Low","The page includes one or more script files from a third-party domain.","Ensure JavaScript source files are loaded from only trusted sources, and the sources can't be controlled by end users of the application.","","","TRUE","FALSE"
"2026-03-04","Cross-Domain JavaScript Source File Inclusion","829","http://localhost:3000/","Low","The page includes one or more script files from a third-party domain.","Ensure JavaScript source files are loaded from only trusted sources, and the sources can't be controlled by end users of the application.","","","TRUE","FALSE"
"2026-03-04","Cross-Domain JavaScript Source File Inclusion","829","http://localhost:3000/sitemap.xml","Low","The page includes one or more script files from a third-party domain.","Ensure JavaScript source files are loaded from only trusted sources, and the sources can't be controlled by end users of the application.","","","TRUE","FALSE"
"2026-03-04","Cross-Domain JavaScript Source File Inclusion","829","http://localhost:3000/sitemap.xml","Low","The page includes one or more script files from a third-party domain.","Ensure JavaScript source files are loaded from only trusted sources, and the sources can't be controlled by end users of the application.","","","TRUE","FALSE"
"2026-03-04","Cross-Origin-Embedder-Policy Header Missing or Invalid","693","http://localhost:3000","Low","Cross-Origin-Embedder-Policy header is a response header that prevents a document from loading any cross-origin resources that don't explicitly grant the document permission (using CORP or CORS).","Ensure that the application/web server sets the Cross-Origin-Embedder-Policy header appropriately, and that it sets the Cross-Origin-Embedder-Policy header to 'require-corp' for documents.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Embedder-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-embedder-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Embedder-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Embedder-Policy Header Missing or Invalid","693","http://localhost:3000/","Low","Cross-Origin-Embedder-Policy header is a response header that prevents a document from loading any cross-origin resources that don't explicitly grant the document permission (using CORP or CORS).","Ensure that the application/web server sets the Cross-Origin-Embedder-Policy header appropriately, and that it sets the Cross-Origin-Embedder-Policy header to 'require-corp' for documents.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Embedder-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-embedder-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Embedder-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Embedder-Policy Header Missing or Invalid","693","http://localhost:3000/ftp","Low","Cross-Origin-Embedder-Policy header is a response header that prevents a document from loading any cross-origin resources that don't explicitly grant the document permission (using CORP or CORS).","Ensure that the application/web server sets the Cross-Origin-Embedder-Policy header appropriately, and that it sets the Cross-Origin-Embedder-Policy header to 'require-corp' for documents.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Embedder-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-embedder-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Embedder-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Embedder-Policy Header Missing or Invalid","693","http://localhost:3000/juice-shop/build/routes/fileServer.js:59:18","Low","Cross-Origin-Embedder-Policy header is a response header that prevents a document from loading any cross-origin resources that don't explicitly grant the document permission (using CORP or CORS).","Ensure that the application/web server sets the Cross-Origin-Embedder-Policy header appropriately, and that it sets the Cross-Origin-Embedder-Policy header to 'require-corp' for documents.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Embedder-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-embedder-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Embedder-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Embedder-Policy Header Missing or Invalid","693","http://localhost:3000/sitemap.xml","Low","Cross-Origin-Embedder-Policy header is a response header that prevents a document from loading any cross-origin resources that don't explicitly grant the document permission (using CORP or CORS).","Ensure that the application/web server sets the Cross-Origin-Embedder-Policy header appropriately, and that it sets the Cross-Origin-Embedder-Policy header to 'require-corp' for documents.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Embedder-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-embedder-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Embedder-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Opener-Policy Header Missing or Invalid","693","http://localhost:3000","Low","Cross-Origin-Opener-Policy header is a response header that allows a site to control if others included documents share the same browsing context. Sharing the same browsing context with untrusted documents might lead to data leak.","Ensure that the application/web server sets the Cross-Origin-Opener-Policy header appropriately, and that it sets the Cross-Origin-Opener-Policy header to 'same-origin' for documents.'same-origin-allow-popups' is considered as less secured and should be avoided.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Opener-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-opener-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Opener-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Opener-Policy Header Missing or Invalid","693","http://localhost:3000/","Low","Cross-Origin-Opener-Policy header is a response header that allows a site to control if others included documents share the same browsing context. Sharing the same browsing context with untrusted documents might lead to data leak.","Ensure that the application/web server sets the Cross-Origin-Opener-Policy header appropriately, and that it sets the Cross-Origin-Opener-Policy header to 'same-origin' for documents.'same-origin-allow-popups' is considered as less secured and should be avoided.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Opener-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-opener-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Opener-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Opener-Policy Header Missing or Invalid","693","http://localhost:3000/ftp","Low","Cross-Origin-Opener-Policy header is a response header that allows a site to control if others included documents share the same browsing context. Sharing the same browsing context with untrusted documents might lead to data leak.","Ensure that the application/web server sets the Cross-Origin-Opener-Policy header appropriately, and that it sets the Cross-Origin-Opener-Policy header to 'same-origin' for documents.'same-origin-allow-popups' is considered as less secured and should be avoided.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Opener-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-opener-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Opener-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Opener-Policy Header Missing or Invalid","693","http://localhost:3000/juice-shop/build/routes/fileServer.js:59:18","Low","Cross-Origin-Opener-Policy header is a response header that allows a site to control if others included documents share the same browsing context. Sharing the same browsing context with untrusted documents might lead to data leak.","Ensure that the application/web server sets the Cross-Origin-Opener-Policy header appropriately, and that it sets the Cross-Origin-Opener-Policy header to 'same-origin' for documents.'same-origin-allow-popups' is considered as less secured and should be avoided.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Opener-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-opener-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Opener-Policy","TRUE","FALSE"
"2026-03-04","Cross-Origin-Opener-Policy Header Missing or Invalid","693","http://localhost:3000/sitemap.xml","Low","Cross-Origin-Opener-Policy header is a response header that allows a site to control if others included documents share the same browsing context. Sharing the same browsing context with untrusted documents might lead to data leak.","Ensure that the application/web server sets the Cross-Origin-Opener-Policy header appropriately, and that it sets the Cross-Origin-Opener-Policy header to 'same-origin' for documents.'same-origin-allow-popups' is considered as less secured and should be avoided.If possible, ensure that the end user uses a standards-compliant and modern web browser that supports the Cross-Origin-Opener-Policy header (https://caniuse.com/mdn-http_headers_cross-origin-opener-policy).","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Cross-Origin-Opener-Policy","TRUE","FALSE"
"2026-03-04","Dangerous JS Functions","749","http://localhost:3000/main.js","Low","A dangerous JS function seems to be in use that would leave the site vulnerable.","See the references for security advice on the use of these functions.","","https://v17.angular.io/guide/security","TRUE","FALSE"
"2026-03-04","Dangerous JS Functions","749","http://localhost:3000/vendor.js","Low","A dangerous JS function seems to be in use that would leave the site vulnerable.","See the references for security advice on the use of these functions.","","https://v17.angular.io/guide/security","TRUE","FALSE"
"2026-03-04","Deprecated Feature Policy Header Set","16","http://localhost:3000","Low","The header has now been renamed to Permissions-Policy.","Ensure that your web server, application server, load balancer, etc. is configured to set the Permissions-Policy header instead of the Feature-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Permissions-Policyhttps://scotthelme.co.uk/goodbye-feature-policy-and-hello-permissions-policy/","TRUE","FALSE"
"2026-03-04","Deprecated Feature Policy Header Set","16","http://localhost:3000/main.js","Low","The header has now been renamed to Permissions-Policy.","Ensure that your web server, application server, load balancer, etc. is configured to set the Permissions-Policy header instead of the Feature-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Permissions-Policyhttps://scotthelme.co.uk/goodbye-feature-policy-and-hello-permissions-policy/","TRUE","FALSE"
"2026-03-04","Deprecated Feature Policy Header Set","16","http://localhost:3000/polyfills.js","Low","The header has now been renamed to Permissions-Policy.","Ensure that your web server, application server, load balancer, etc. is configured to set the Permissions-Policy header instead of the Feature-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Permissions-Policyhttps://scotthelme.co.uk/goodbye-feature-policy-and-hello-permissions-policy/","TRUE","FALSE"
"2026-03-04","Deprecated Feature Policy Header Set","16","http://localhost:3000/runtime.js","Low","The header has now been renamed to Permissions-Policy.","Ensure that your web server, application server, load balancer, etc. is configured to set the Permissions-Policy header instead of the Feature-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Permissions-Policyhttps://scotthelme.co.uk/goodbye-feature-policy-and-hello-permissions-policy/","TRUE","FALSE"
"2026-03-04","Deprecated Feature Policy Header Set","16","http://localhost:3000/sitemap.xml","Low","The header has now been renamed to Permissions-Policy.","Ensure that your web server, application server, load balancer, etc. is configured to set the Permissions-Policy header instead of the Feature-Policy header.","","https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Permissions-Policyhttps://scotthelme.co.uk/goodbye-feature-policy-and-hello-permissions-policy/","TRUE","FALSE"
"2026-03-04","Timestamp Disclosure - Unix","497","http://localhost:3000/styles.css","Low","A timestamp was disclosed by the application/web server. - Unix","Manually confirm that the timestamp data is not sensitive, and that the data cannot be aggregated to disclose exploitable patterns.","","https://cwe.mitre.org/data/definitions/200.html","TRUE","FALSE"
"2026-03-04","Timestamp Disclosure - Unix","497","http://localhost:3000/styles.css","Low","A timestamp was disclosed by the application/web server. - Unix","Manually confirm that the timestamp data is not sensitive, and that the data cannot be aggregated to disclose exploitable patterns.","","https://cwe.mitre.org/data/definitions/200.html","TRUE","FALSE"
"2026-03-04","Timestamp Disclosure - Unix","497","http://localhost:3000/styles.css","Low","A timestamp was disclosed by the application/web server. - Unix","Manually confirm that the timestamp data is not sensitive, and that the data cannot be aggregated to disclose exploitable patterns.","","https://cwe.mitre.org/data/definitions/200.html","TRUE","FALSE"
"2026-03-04","Timestamp Disclosure - Unix","497","http://localhost:3000/styles.css","Low","A timestamp was disclosed by the application/web server. - Unix","Manually confirm that the timestamp data is not sensitive, and that the data cannot be aggregated to disclose exploitable patterns.","","https://cwe.mitre.org/data/definitions/200.html","TRUE","FALSE"
"2026-03-04","Timestamp Disclosure - Unix","497","http://localhost:3000/styles.css","Low","A timestamp was disclosed by the application/web server. - Unix","Manually confirm that the timestamp data is not sensitive, and that the data cannot be aggregated to disclose exploitable patterns.","","https://cwe.mitre.org/data/definitions/200.html","TRUE","FALSE"
"2026-03-04","Modern Web Application","-1","http://localhost:3000","Info","The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.","This is an informational alert and so no changes are required.","","","TRUE","FALSE"
"2026-03-04","Modern Web Application","-1","http://localhost:3000/","Info","The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.","This is an informational alert and so no changes are required.","","","TRUE","FALSE"
"2026-03-04","Modern Web Application","-1","http://localhost:3000/juice-shop/build/routes/assets/public/favicon_js.ico","Info","The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.","This is an informational alert and so no changes are required.","","","TRUE","FALSE"
"2026-03-04","Modern Web Application","-1","http://localhost:3000/juice-shop/build/routes/fileServer.js:59:18","Info","The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.","This is an informational alert and so no changes are required.","","","TRUE","FALSE"
"2026-03-04","Modern Web Application","-1","http://localhost:3000/sitemap.xml","Info","The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.","This is an informational alert and so no changes are required.","","","TRUE","FALSE"
"2026-03-04","Non-Storable Content","524","http://localhost:3000/ftp/coupons_2013.md.bak","Info","The response contents are not storable by caching components such as proxy servers. If the response does not contain sensitive, personal or user-specific information, it may benefit from being stored and cached, to improve performance.","The content may be marked as storable by ensuring that the following conditions are satisfied:The request method must be understood by the cache and defined as being cacheable (GET, HEAD, and POST are currently defined as cacheable)The response status code must be understood by the cache (one of the 1XX, 2XX, 3XX, 4XX, or 5XX response classes are generally understood)The no-store cache directive must not appear in the request or response header fieldsFor caching by shared caches such as proxy caches, the private response directive must not appear in the responseFor caching by shared caches such as proxy caches, the Authorization header field must not appear in the request, unless the response explicitly allows it (using one of the must-revalidate, public, or s-maxage Cache-Control response directives)In addition to the conditions above, at least one of the following conditions must also be satisfied by the response:It must contain an Expires header fieldIt must contain a max-age response directiveFor shared caches such as proxy caches, it must contain a s-maxage response directiveIt must contain a Cache Control Extension that allows it to be cachedIt must have a status code that is defined as cacheable by default (200, 203, 204, 206, 300, 301, 404, 405, 410, 414, 501).","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable and Cacheable Content","524","http://localhost:3000/ftp","Info","The response contents are storable by caching components such as proxy servers, and may be retrieved directly from the cache, rather than from the origin server by the caching servers, in response to similar requests from other users. If the response data is sensitive, personal or user-specific, this may result in sensitive information being leaked. In some cases, this may even result in a user gaining complete control of the session of another user, depending on the configuration of the caching components in use in their environment. This is primarily an issue where shared caching servers such as proxy caches are configured on the local network. This configuration is typically found in corporate or educational environments, for instance.","Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user:Cache-Control: no-cache, no-store, must-revalidate, privatePragma: no-cacheExpires: 0This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable and Cacheable Content","524","http://localhost:3000/robots.txt","Info","The response contents are storable by caching components such as proxy servers, and may be retrieved directly from the cache, rather than from the origin server by the caching servers, in response to similar requests from other users. If the response data is sensitive, personal or user-specific, this may result in sensitive information being leaked. In some cases, this may even result in a user gaining complete control of the session of another user, depending on the configuration of the caching components in use in their environment. This is primarily an issue where shared caching servers such as proxy caches are configured on the local network. This configuration is typically found in corporate or educational environments, for instance.","Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user:Cache-Control: no-cache, no-store, must-revalidate, privatePragma: no-cacheExpires: 0This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable but Non-Cacheable Content","524","http://localhost:3000","Info","The response contents are storable by caching components such as proxy servers, but will not be retrieved directly from the cache, without validating the request upstream, in response to similar requests from other users.","","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable but Non-Cacheable Content","524","http://localhost:3000/assets/public/favicon_js.ico","Info","The response contents are storable by caching components such as proxy servers, but will not be retrieved directly from the cache, without validating the request upstream, in response to similar requests from other users.","","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable but Non-Cacheable Content","524","http://localhost:3000/polyfills.js","Info","The response contents are storable by caching components such as proxy servers, but will not be retrieved directly from the cache, without validating the request upstream, in response to similar requests from other users.","","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable but Non-Cacheable Content","524","http://localhost:3000/runtime.js","Info","The response contents are storable by caching components such as proxy servers, but will not be retrieved directly from the cache, without validating the request upstream, in response to similar requests from other users.","","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
"2026-03-04","Storable but Non-Cacheable Content","524","http://localhost:3000/styles.css","Info","The response contents are storable by caching components such as proxy servers, but will not be retrieved directly from the cache, without validating the request upstream, in response to similar requests from other users.","","","https://datatracker.ietf.org/doc/html/rfc7234https://datatracker.ietf.org/doc/html/rfc7231https://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html","TRUE","FALSE"
